NDVI,NDWI,.geo
0.8432901521821154,-0.7285057200141526,"{""type"":""Point"",""coordinates"":[79.19660973818873,17.01225872699667]}"
0.1759336099585062,-0.2861356932153392,"{""type"":""Point"",""coordinates"":[79.23591936828093,17.112196484688063]}"
0.2337923564907937,-0.265111851499286,"{""type"":""Point"",""coordinates"":[79.26743577160714,17.036417758256604]}"
0.7935500582826058,-0.6820114174662942,"{""type"":""Point"",""coordinates"":[79.33440401758072,17.08216991485398]}"
0.3102914624709827,-0.4514285714285714,"{""type"":""Point"",""coordinates"":[79.18114428955055,17.079750911460273]}"
0.2780169214784028,-0.4107815828281173,"{""type"":""Point"",""coordinates"":[79.27907642040036,17.143342351835766]}"
0.7959774272898278,-0.6474648261215822,"{""type"":""Point"",""coordinates"":[79.30320390536755,17.071191762757273]}"
0.1242263483642794,-0.2539447731755424,"{""type"":""Point"",""coordinates"":[79.26489602059631,16.970101826991726]}"
0.1496736920937199,-0.2767019127955328,"{""type"":""Point"",""coordinates"":[79.25707300109609,17.044768568247985]}"
0.2200366524129505,-0.2920170785353862,"{""type"":""Point"",""coordinates"":[79.26098440266144,17.061664538480766]}"
0.7845538615346164,-0.7012151536812009,"{""type"":""Point"",""coordinates"":[79.31168323494272,16.983744568626747]}"
0.1365409622886866,-0.2445710217159131,"{""type"":""Point"",""coordinates"":[79.30202946019087,17.013806199142962]}"
0.6714435512058721,-0.5945315105035012,"{""type"":""Point"",""coordinates"":[79.26759119759824,16.991938056733144]}"
0.7454654474591516,-0.6631909727181832,"{""type"":""Point"",""coordinates"":[79.29152051996543,17.00109450627676]}"
0.573933281613654,-0.5579788050990632,"{""type"":""Point"",""coordinates"":[79.22525013574634,17.120441580503826]}"
0.7707293511511834,-0.6995827538247567,"{""type"":""Point"",""coordinates"":[79.2298776128893,17.020061788843]}"
0.8483388283033223,-0.737720553171197,"{""type"":""Point"",""coordinates"":[79.24745062834454,17.016606365905336]}"
0.5371783496007099,-0.5514956116783092,"{""type"":""Point"",""coordinates"":[79.24869728544431,17.003313429196577]}"
0.8220893822943354,-0.6760932181199267,"{""type"":""Point"",""coordinates"":[79.22351345184835,16.992326369216904]}"
0.5590892663534514,-0.5655960805661404,"{""type"":""Point"",""coordinates"":[79.33811459736889,17.069387400887322]}"
0.3498639250075597,-0.4855241264559068,"{""type"":""Point"",""coordinates"":[79.19625281394968,17.08487213429666]}"
0.3748082495312766,-0.4901163864769998,"{""type"":""Point"",""coordinates"":[79.20595130691885,17.104097610893206]}"
0.8205768164170827,-0.7299077733860343,"{""type"":""Point"",""coordinates"":[79.19761572070654,17.032949840955673]}"
0.3254801536491677,-0.4196379594075699,"{""type"":""Point"",""coordinates"":[79.29376260130933,17.070836474976485]}"
0.8076109936575053,-0.7040358744394619,"{""type"":""Point"",""coordinates"":[79.18372309825871,17.027973631235636]}"
0.7855897733875654,-0.6742032143830019,"{""type"":""Point"",""coordinates"":[79.19847968253072,17.000638741018196]}"
0.3548917511647027,-0.4620730445068756,"{""type"":""Point"",""coordinates"":[79.26939498251775,17.02985818941026]}"
0.6445384818830997,-0.6017516743946419,"{""type"":""Point"",""coordinates"":[79.34242846262076,17.04104242588437]}"
0.2366855318531417,-0.4048796571051763,"{""type"":""Point"",""coordinates"":[79.24738535571292,17.129566404075373]}"
0.7493219129193434,-0.6517050815473784,"{""type"":""Point"",""coordinates"":[79.32157816869204,17.076509247266195]}"
0.2117647058823529,-0.4249624060150376,"{""type"":""Point"",""coordinates"":[79.24771580373748,17.128777334281857]}"
0.2946929383000143,-0.3989121989121989,"{""type"":""Point"",""coordinates"":[79.34226524313927,17.104368235338697]}"
0.4054982817869416,-0.4507833284067395,"{""type"":""Point"",""coordinates"":[79.24092956779438,17.1268982795421]}"
0.1588005215123859,-0.3078281341965862,"{""type"":""Point"",""coordinates"":[79.30420227570949,17.13312115759]}"
0.618396696568418,-0.6040079029071408,"{""type"":""Point"",""coordinates"":[79.27906605794787,17.013967048262117]}"
0.8372638597357699,-0.7230199166280685,"{""type"":""Point"",""coordinates"":[79.35888163510069,17.06474159895536]}"
0.666489785088883,-0.6150681409102597,"{""type"":""Point"",""coordinates"":[79.34371556495043,17.05024316399065]}"
0.7867179411329684,-0.6620803522289488,"{""type"":""Point"",""coordinates"":[79.30557461504947,17.05244675878735]}"
0.8184981153957669,-0.6853419320166599,"{""type"":""Point"",""coordinates"":[79.2925375365637,17.13690348704037]}"
0.8147096774193548,-0.7341553637484587,"{""type"":""Point"",""coordinates"":[79.18542952455067,17.03189786746996]}"
0.2406311637080868,-0.4156039009752438,"{""type"":""Point"",""coordinates"":[79.18073722878496,17.05514846083969]}"
0.8335504037509768,-0.7066311068008243,"{""type"":""Point"",""coordinates"":[79.31769315928024,17.009536686880946]}"
0.4453559142630325,-0.4343487394957983,"{""type"":""Point"",""coordinates"":[79.32153066273199,17.06718596573662]}"
0.8585654859447875,-0.7321428571428571,"{""type"":""Point"",""coordinates"":[79.28056169945712,17.01296846755428]}"
0.5738744451490171,-0.5311536088834053,"{""type"":""Point"",""coordinates"":[79.31127421330011,17.04233554641869]}"
0.5760792639773531,-0.5669305189094107,"{""type"":""Point"",""coordinates"":[79.28977619059707,17.09903076206953]}"
0.3991624421423848,-0.4776536312849162,"{""type"":""Point"",""coordinates"":[79.23284224546869,17.00041265981968]}"
0.2019255130478844,-0.4004428044280443,"{""type"":""Point"",""coordinates"":[79.24119537472767,17.1429717262423]}"
